ID: CMSSW
Metadata: (strobe,) start of orbit, start of packet, end of packet, valid

      Link              000        
Frame 0785    0111 00000000000007c8
Frame 0786    0111 00000000000003a0
Frame 0787    0111 00000000000007da
Frame 0788    0111 00000000000007b8
Frame 0789    0111 00000000000007e6
Frame 0790    0111 00000000000007a0
Frame 0791    0111 00000000000007d4
Frame 0792    0111 00000000000007a0
Frame 0793    0111 00000000000007d4
Frame 0794    0111 00000000000007e6
Frame 0795    0111 00000000000006cc
Frame 0796    0111 00000000000007bc
Frame 0797    0111 00000000000000a8
Frame 0798    0111 00000000000007e6
Frame 0799    0111 000000000000045e
Frame 0800    0111 0000000000000756
Frame 0801    0111 000000000000079e
Frame 0802    0111 00000000000007b4
Frame 0803    0111 00000000000006c0
Frame 0804    0111 000000000000076a
Frame 0805    0111 00000000000007e6
Frame 0806    0111 00000000000007e6
Frame 0807    0111 00000000000007e2
Frame 0808    0111 0000000000000736
Frame 0809    0111 00000000000007a8
Frame 0810    0111 0000000000000560
Frame 0811    0111 0000000000000652
Frame 0812    0111 00000000000007a6
Frame 0813    0111 0000000000000700
Frame 0814    0111 0000000000000778
Frame 0815    0111 00000000000007d4
Frame 0816    0111 00000000000007e6
Frame 0817    0111 00000000000007a4
Frame 0818    0111 00000000000007d6
Frame 0819    0111 0000000000000056
Frame 0820    0111 0000000000000574
Frame 0821    0111 000000000000021a
Frame 0822    0111 00000000000007de
Frame 0823    0111 00000000000007d0
Frame 0824    0111 00000000000007e6
Frame 0825    0111 00000000000007e4
Frame 0826    0111 00000000000007de
Frame 0827    0111 00000000000002ca
Frame 0828    0111 0000000000000774
Frame 0829    0111 00000000000007c2
Frame 0830    0111 0000000000000766
Frame 0831    0111 00000000000007cc
Frame 0832    0111 00000000000005cc
Frame 0833    0111 00000000000004a6
Frame 0834    0111 0000000000000692
Frame 0835    0111 00000000000006e8
Frame 0836    0111 00000000000007be
Frame 0837    0111 00000000000007e6
Frame 0838    0111 0000000000000604
Frame 0839    0111 0000000000000304
Frame 0840    0111 00000000000007e6
Frame 0841    0111 00000000000007e2
Frame 0842    0111 0000000000000788
Frame 0843    0111 00000000000007e0
Frame 0844    0111 00000000000007e6
Frame 0845    0111 0000000000000794
Frame 0846    0111 00000000000007e2
Frame 0847    0111 00000000000007e0
Frame 0848    0111 00000000000007e4
Frame 0849    0111 000000000000014c
Frame 0850    0111 00000000000007cc
Frame 0851    0111 0000000000000704
Frame 0852    0111 00000000000007e6
Frame 0853    0111 00000000000007d6
Frame 0854    0111 0000000000000518
Frame 0855    0111 00000000000007e6
Frame 0856    0111 0000000000000290
Frame 0857    0111 00000000000001a2
Frame 0858    0111 00000000000007ca
Frame 0859    0111 00000000000007e4
Frame 0860    0111 00000000000001b6
Frame 0861    0111 00000000000007e6
Frame 0862    0111 00000000000007e4
Frame 0863    0111 00000000000007d4
Frame 0864    0111 00000000000007e0
Frame 0865    0111 00000000000007e6
Frame 0866    0111 00000000000007cc
Frame 0867    0111 00000000000007d0
Frame 0868    0111 00000000000007e4
Frame 0869    0111 0000000000000024
Frame 0870    0111 0000000000000792
Frame 0871    0111 00000000000007e2
Frame 0872    0111 00000000000007d6
Frame 0873    0111 00000000000007ac
Frame 0874    0111 0000000000000620
Frame 0875    0111 00000000000006a0
Frame 0876    0111 00000000000007d8
Frame 0877    0111 0000000000000796
Frame 0878    0111 00000000000007e0
Frame 0879    0111 00000000000007e6
Frame 0880    0111 0000000000000132
Frame 0881    0111 00000000000007e6
Frame 0882    0111 00000000000007ce
Frame 0883    0111 00000000000006aa
Frame 0884    0111 00000000000007e6
Frame 0885    0111 0000000000000476
Frame 0886    0111 00000000000007da
Frame 0887    0111 00000000000007be
Frame 0888    0111 00000000000007e6
Frame 0889    0111 00000000000007e6
Frame 0890    0111 0000000000000476
Frame 0891    0111 00000000000007b2
Frame 0892    0111 00000000000007dc
Frame 0893    0111 00000000000007e6
Frame 0894    0111 00000000000007d4
Frame 0895    0111 00000000000000c2
Frame 0896    0111 000000000000077e
Frame 0897    0111 0000000000000708
Frame 0898    0111 0000000000000544
Frame 0899    0111 000000000000077c
Frame 0900    0111 00000000000007e0
Frame 0901    0111 00000000000007ce
Frame 0902    0111 00000000000007c2
Frame 0903    0111 00000000000006c8
Frame 0904    0111 00000000000007d4
Frame 0905    0111 00000000000007dc
Frame 0906    0111 000000000000073e
Frame 0907    0111 00000000000007d0
Frame 0908    0111 00000000000007e4
Frame 0909    0111 00000000000001d8
Frame 0910    0111 00000000000007e6
Frame 0911    0111 00000000000007c0
Frame 0912    0111 00000000000000f0
Frame 0913    0111 00000000000007e6
Frame 0914    0111 0000000000000770
Frame 0915    0111 00000000000007ce
Frame 0916    0111 0000000000000734
Frame 0917    0111 00000000000007e6
Frame 0918    0111 000000000000077a
Frame 0919    0111 00000000000007e2
Frame 0920    0111 0000000000000794
Frame 0921    0111 0000000000000590
Frame 0922    0111 00000000000007e6
Frame 0923    0111 00000000000007de
Frame 0924    0111 00000000000007e4
Frame 0925    0111 00000000000007ba
Frame 0926    0111 0000000000000794
Frame 0927    0111 00000000000007b2
Frame 0928    0111 00000000000007e2
Frame 0929    0111 0000000000000684
Frame 0930    0111 00000000000007de
Frame 0931    0111 000000000000032a
Frame 0932    0111 000000000000078a
Frame 0933    0111 00000000000007e6
Frame 0934    0111 000000000000022c
Frame 0935    0111 00000000000007da
Frame 0936    0111 00000000000007e6
Frame 0937    0111 00000000000007e6
Frame 0938    0111 0000000000000784
Frame 0939    0111 00000000000005b2
Frame 0940    0111 0000000000000788
Frame 0941    0111 00000000000007b2
Frame 0942    0111 000000000000013a
Frame 0943    0111 00000000000007e6
Frame 0944    0111 0000000000000738
Frame 0945    0111 00000000000007e6
Frame 0946    0111 0000000000000790
Frame 0947    0111 00000000000007c2
Frame 0948    0111 00000000000006a0
Frame 0949    0111 00000000000007e2
Frame 0950    0111 0000000000000486
Frame 0951    0111 00000000000007da
Frame 0952    0111 00000000000007d6
Frame 0953    0111 00000000000007a4
Frame 0954    0111 00000000000007e6
Frame 0955    0111 00000000000007b4
Frame 0956    0111 000000000000054a
Frame 0957    0111 000000000000060e
Frame 0958    0111 000000000000078a
Frame 0959    0111 00000000000007e6
Frame 0960    0111 00000000000007e6
Frame 0961    0111 000000000000076a
Frame 0962    0111 0000000000000692
Frame 0963    0111 00000000000007da
Frame 0964    0111 00000000000007be
Frame 0965    0111 00000000000006e4
Frame 0966    0111 00000000000007e6
Frame 0967    0111 0000000000000552
Frame 0968    0111 00000000000005ea
Frame 0969    0111 00000000000007e6
Frame 0970    0111 00000000000007d0
Frame 0971    0111 0000000000000560
Frame 0972    0111 00000000000004bc
Frame 0973    0111 0000000000000714
Frame 0974    0111 000000000000071e
Frame 0975    0111 00000000000006e4
Frame 0976    0111 00000000000007de
Frame 0977    0111 0000000000000566
Frame 0978    0111 00000000000007b2
Frame 0979    0111 00000000000007e6
Frame 0980    0111 00000000000007be
Frame 0981    0111 00000000000007ca
Frame 0982    0111 00000000000007d6
Frame 0983    0111 0000000000000604
Frame 0984    0111 00000000000007e6
Frame 0985    0111 00000000000007e0
Frame 0986    0111 00000000000007e4
Frame 0987    0111 000000000000076e
Frame 0988    0111 00000000000006fe
Frame 0989    0111 00000000000007d0
Frame 0990    0111 0000000000000680
Frame 0991    0111 00000000000007c6
Frame 0992    0111 00000000000007c4
Frame 0993    0111 00000000000007e6
Frame 0994    0111 0000000000000714
Frame 0995    0111 0000000000000734
Frame 0996    0111 0000000000000666
Frame 0997    0111 0000000000000786
Frame 0998    0111 00000000000006d4
Frame 0999    0111 00000000000007e6
Frame 1000    0000 0000000000000000
Frame 1001    0000 0000000000000000
Frame 1002    0000 0000000000000000
Frame 1003    0000 0000000000000000
Frame 1004    0000 0000000000000000
Frame 1005    0000 0000000000000000
Frame 1006    0000 0000000000000000
Frame 1007    0000 0000000000000000
Frame 1008    0000 0000000000000000
Frame 1009    0000 0000000000000000
Frame 1010    0000 0000000000000000
Frame 1011    0000 0000000000000000
Frame 1012    0000 0000000000000000
Frame 1013    0000 0000000000000000
Frame 1014    0000 0000000000000000
Frame 1015    0000 0000000000000000
Frame 1016    0000 0000000000000000
Frame 1017    0000 0000000000000000
Frame 1018    0000 0000000000000000
Frame 1019    0000 0000000000000000
Frame 1020    0000 0000000000000000
Frame 1021    0000 0000000000000000
Frame 1022    0000 0000000000000000
Frame 1023    0000 0000000000000000
